iter	MultiClass
249	0.03750265285
250	0.03735469078
251	0.03720374123
252	0.03693161946
253	0.03670395139
254	0.03654664036
255	0.03634101084
256	0.03596205928
257	0.03566040088
258	0.03537325322
259	0.0352573884
260	0.03513510613
261	0.03503701671
262	0.03488678311
263	0.0345555221
264	0.03441232952
265	0.03428311918
266	0.03410804512
267	0.03395734731
268	0.03373985775
269	0.03362078653
270	0.03350244667
271	0.03337226267
272	0.03325913927
273	0.03314939499
274	0.03299411667
275	0.03285558383
276	0.0327175791
277	0.03263682057
278	0.03251182773
279	0.03237755203
280	0.03225443441
281	0.03213394965
282	0.03189770557
283	0.03157062288
284	0.03135082021
285	0.03123663742
286	0.03111886043
287	0.0310217243
288	0.03091599988
289	0.03071166974
290	0.03059206264
291	0.03049512093
292	0.03028708115
293	0.03005883345
294	0.02995136597
295	0.02987196631
296	0.02968323048
297	0.02955377277
298	0.02942544549
299	0.02934500628
300	0.02925579458
301	0.02900279235
302	0.02887807775
303	0.02878402493
304	0.02868129975
305	0.02847167057
306	0.02838626669
307	0.02832819311
308	0.02814117742
309	0.0280261337
310	0.02788106661
311	0.02773222755
312	0.02763980113
313	0.02755693304
314	0.02749912941
315	0.02742273898
316	0.02730063825
317	0.02721157994
318	0.02693537622
319	0.02685263426
320	0.026757125
321	0.02668133822
322	0.02649415711
323	0.02643960342
324	0.02627875152
325	0.02600341924
326	0.02591282334
327	0.02587059911
328	0.0257974797
329	0.02571992465
330	0.02563279983
331	0.02557085859
332	0.02550186086
333	0.025455656
334	0.02539071508
335	0.02531023562
336	0.02508537646
337	0.02486415156
338	0.02481469144
339	0.02475951895
340	0.02470430174
341	0.02466229979
342	0.02457131241
343	0.02451764401
344	0.02442259646
345	0.02436669746
346	0.02430446366
347	0.02425987268
348	0.024216288
349	0.0241531042
350	0.02408400646
351	0.02403981811
352	0.02398171664
353	0.02385972145
354	0.02381343804
355	0.02366802252
356	0.02357995523
357	0.0235317002
358	0.02347256286
359	0.02324963048
360	0.02309618358
361	0.02296342534
362	0.02290237649
363	0.02284636095
364	0.02279200115
365	0.02274578387
366	0.02268564615
367	0.0226350298
368	0.02258843855
369	0.02251779477
370	0.02242231277
371	0.02223732602
372	0.02218123201
373	0.02214139502
374	0.02209846564
375	0.0220505821
376	0.02200636065
377	0.02196215143
378	0.02184006518
379	0.02178740715
380	0.02174067652
381	0.02167182004
382	0.02163012054
383	0.02157075189
384	0.02150200981
385	0.02145073346
386	0.02140420328
387	0.02135156025
388	0.02125067916
389	0.02114069238
390	0.02109117558
391	0.02104269074
392	0.02100378295
393	0.02090221379
394	0.02084507007
395	0.02066756666
396	0.02057617342
397	0.02053304121
398	0.02047376002
399	0.02042928458
400	0.02038667456
401	0.02034879895
402	0.02029642234
403	0.02026077036
404	0.02017051888
405	0.02013675359
406	0.02002319813
407	0.019978163
408	0.01991404993
409	0.01987092629
410	0.01982060779
411	0.01972906483
412	0.0195600589
413	0.01943258846
414	0.01931973015
415	0.01926919697
416	0.01917212602
417	0.01913825491
418	0.01908199254
419	0.01899642791
420	0.01895175854
421	0.01890817921
422	0.01881345963
423	0.01872165402
424	0.01868920704
425	0.01865239283
426	0.01854324995
427	0.01847811267
428	0.01835287195
429	0.01831445224
430	0.01823676883
431	0.01814142368
432	0.01809616233
433	0.01801785272
434	0.01792728175
435	0.01789760272
436	0.01777145845
437	0.01771005045
438	0.01763593845
439	0.01760566368
440	0.01749824746
441	0.01742615907
442	0.01739548586
443	0.01736386887
444	0.01733575924
445	0.01730883926
446	0.01726397363
447	0.01717711904
448	0.01713247086
449	0.01710780548
450	0.01708053412
451	0.01704699048
452	0.01701595117
453	0.01699391666
454	0.01689208946
455	0.01686599665
456	0.01683154482
457	0.01680144847
458	0.01677262604
459	0.01674052295
460	0.01671823334
461	0.0166355802
462	0.01655466389
463	0.01652550371
464	0.01643042731
465	0.01639492194
466	0.0163600105
467	0.01630526417
468	0.01627654548
469	0.01624845436
470	0.01619032047
471	0.01615017012
472	0.01612419897
473	0.01607663683
474	0.01604755456
475	0.01601980362
476	0.01593012745
477	0.01590936486
478	0.0158936583
479	0.0158633605
480	0.01584173275
481	0.01579622632
482	0.01577352577
483	0.01575321698
484	0.01573008373
485	0.01570301295
486	0.01567726027
487	0.01560060348
488	0.01553512322
489	0.01548386252
490	0.01537952364
491	0.01535406314
492	0.01528926714
493	0.01525684845
494	0.01520279081
495	0.01513160166
496	0.01509643403
497	0.0150552301
498	0.01500802571
499	0.01495513493
500	0.01491463999
501	0.01488526559
502	0.01485727914
503	0.01483197331
504	0.01479740202
505	0.01474688703
506	0.01468807638
507	0.01460771817
508	0.01458701654
509	0.01455259179
510	0.01453202426
511	0.01447272509
512	0.01442872557
513	0.01438367535
514	0.01435320264
515	0.01432975614
516	0.01430102069
517	0.01422251418
518	0.0141630318
519	0.01414248583
520	0.01412510342
521	0.01406058154
522	0.01400788394
523	0.01398147079
524	0.0139675757
525	0.01391481733
526	0.013891712
527	0.01386345996
528	0.01383808078
529	0.01382085798
530	0.01378580991
531	0.01376421323
532	0.01374141682
533	0.01371034299
534	0.01369258399
535	0.01367288702
536	0.01359763738
537	0.01353938806
538	0.01351073927
539	0.01346939295
540	0.01344817684
541	0.01338883295
542	0.01336746612
543	0.01334395788
544	0.01331586751
545	0.0132982608
546	0.01322968084
547	0.01318789601
548	0.01313772973
549	0.01309967422
550	0.01305420939
551	0.01303616539
552	0.01298192529
553	0.01294551091
554	0.0129289947
555	0.01290826789
556	0.01286814207
557	0.01284745369
558	0.0128278506
559	0.01278692544
560	0.01276951859
561	0.0127556423
562	0.01273214439
563	0.01271600449
564	0.01265521559
565	0.01263232767
566	0.01261381876
567	0.01258534212
568	0.01256880336
569	0.01255109594
570	0.01253262159
571	0.01251321858
572	0.01249436771
573	0.01247736619
574	0.01245243565
575	0.01243287984
576	0.01237642717
577	0.01234735499
578	0.01232837925
579	0.01231423844
580	0.01229908719
581	0.01228448277
582	0.01226690199
583	0.01223858875
584	0.01222236615
585	0.01220446273
586	0.0121850515
587	0.01215205418
588	0.01208410606
589	0.01203714902
590	0.01198043387
591	0.01196634432
592	0.01195023932
593	0.01193757656
594	0.01192345883
595	0.01190610176
596	0.01185149286
597	0.0118389776
598	0.01179814844
599	0.0117817859
600	0.01175742261
601	0.01170756044
602	0.01167308591
603	0.01165940626
604	0.01164557145
605	0.01162449702
606	0.01158188146
607	0.01156838196
608	0.01152772625
609	0.01151123686
610	0.01148480088
611	0.01144530968
612	0.01139287839
613	0.01136563017
614	0.01135179564
615	0.01131278295
616	0.01129805686
617	0.0112664294
618	0.01124386518
619	0.01122117715
620	0.01120073911
621	0.01115182001
622	0.01113872101
623	0.01112147793
624	0.0110813403
625	0.01107069139
626	0.01105521749
627	0.01101926718
628	0.01098669102
629	0.01096393678
630	0.01094857756
631	0.01093727916
632	0.01091178785
633	0.01089419792
634	0.01084751846
635	0.01083535793
636	0.01079133225
637	0.01077285435
638	0.01073608541
639	0.01072457354
640	0.01071448054
641	0.01070309423
642	0.01069093194
643	0.01067806248
644	0.01063898747
645	0.01061192038
646	0.01058718053
647	0.01057202169
648	0.01055018695
649	0.0105331724
650	0.01049527218
651	0.01048176026
652	0.01047056553
653	0.01045872715
654	0.01042769652
655	0.01041167015
656	0.01040165009
657	0.01036085477
658	0.01034520684
659	0.010334871
660	0.01031651651
661	0.01028154347
662	0.01026713745
663	0.01025464402
664	0.01022096891
665	0.010210652
666	0.01019879786
667	0.01018841898
668	0.01017359304
669	0.01014768131
670	0.01010621625
671	0.01009371738
672	0.01008188695
673	0.01006838085
674	0.01004537892
675	0.01003278369
676	0.01002607169
677	0.01001699552
678	0.01000404777
679	0.009980147711
680	0.009964206844
681	0.009940843744
682	0.009930498386
683	0.009919103506
684	0.00990424882
685	0.00989570184
686	0.009862440805
687	0.009829776034
688	0.009802331315
689	0.009794824279
690	0.009779603009
691	0.009768574063
692	0.0097541712
693	0.009744913689
694	0.009723449752
695	0.009713613926
696	0.009702103129
697	0.00967121194
698	0.009661791214
699	0.009634632769
700	0.009620434759
701	0.009611363746
702	0.009574739679
703	0.009560746041
704	0.009547330314
705	0.009524072604
706	0.009516652368
707	0.009505542646
708	0.009495766034
709	0.009488422721
710	0.009474498506
711	0.009458894655
712	0.009450049668
713	0.009440303389
714	0.009429067582
715	0.009416960707
716	0.009395163688
717	0.009386039485
718	0.009354235428
719	0.009345392441
720	0.009319496374
721	0.009309238823
722	0.009286150214
723	0.009275796505
724	0.009266120333
725	0.009229861178
726	0.009218785252
727	0.009209463684
728	0.009201596167
729	0.009181343804
730	0.009166300065
731	0.009145051889
732	0.009110467336
733	0.009086869762
734	0.009064907717
735	0.009057015602
736	0.009050079007
737	0.00903137763
738	0.009021783531
739	0.008999980457
740	0.008983283107
741	0.008968227923
742	0.008945611597
743	0.008927026298
744	0.008894554947
745	0.008863261382
746	0.008855016505
747	0.008843624282
748	0.008827169501
749	0.008797593687
750	0.00876921363
751	0.008760436423
752	0.008753443492
753	0.008745963543
754	0.008714576982
755	0.008706324096
756	0.00869719929
757	0.008686325128
758	0.008678230762
759	0.008669042719
760	0.008661117429
761	0.008653778787
762	0.008645399524
763	0.008638583088
764	0.008601640933
765	0.008578003903
766	0.008558302601
767	0.008546347295
768	0.008537313214
769	0.008519162832
770	0.008512012685
771	0.008503944467
772	0.00848502287
773	0.008476376736
774	0.008468081352
775	0.008443995409
776	0.008409324751
777	0.008384039985
778	0.008359322325
779	0.008333212176
780	0.008320753022
781	0.008312795024
782	0.008289905027
783	0.008272372102
784	0.008260789523
785	0.008254308846
786	0.008246050862
787	0.008238071745
788	0.00822898168
789	0.008222162766
790	0.008199166846
791	0.008189486227
792	0.008181871865
793	0.00817178034
794	0.008143865865
795	0.008127626813
796	0.008117326595
797	0.00810944425
798	0.008103478175
799	0.008097090505
800	0.008084850659
801	0.00807707538
802	0.008069609224
803	0.00804499127
804	0.008039285552
805	0.008031956234
806	0.00802445405
807	0.008013499693
808	0.008007360932
809	0.008000941936
810	0.007993895458
811	0.007987505614
812	0.00798090878
813	0.007973142754
814	0.007967770948
815	0.007962708608
816	0.007956399948
817	0.007928545537
818	0.007913110345
819	0.007888042525
820	0.00787195781
821	0.007866313044
822	0.007857237688
823	0.007851465837
824	0.007845288237
825	0.007838360032
826	0.007832638243
827	0.007817458189
828	0.007811745223
829	0.007802442285
830	0.00779662691
831	0.007787641145
832	0.00778023271
833	0.007773886638
834	0.007768321918
835	0.007744111396
836	0.007725387878
837	0.007718391411
838	0.007709179562
839	0.007704774123
840	0.007697261502
841	0.007690731962
842	0.007683198393
843	0.007665639717
844	0.007657481175
845	0.007638515313
846	0.007620726704
847	0.007593706864
848	0.00758829099
849	0.007580238868
850	0.007574835476
851	0.007567398663
852	0.007560226912
853	0.007553548358
854	0.007547853729
855	0.007542280906
856	0.007533506143
857	0.007527838291
858	0.007520628169
859	0.007511749822
860	0.007504082835
861	0.007497847667
862	0.007473476535
863	0.007467316714
864	0.007461244829
865	0.007455111137
866	0.007451335207
867	0.007435743542
868	0.007427321825
869	0.00740942748
870	0.007403000657
871	0.00738801961
872	0.007361748736
873	0.007345368792
874	0.007337612432
875	0.007319985147
876	0.00731383563
877	0.007299120156
878	0.007290593343
879	0.007285354277
880	0.007277248488
881	0.007272055849
882	0.007249670656
883	0.007244388417
884	0.007237256711
885	0.007226223816
886	0.007220383358
887	0.007215052596
888	0.007207611651
889	0.007193943415
890	0.007187669081
891	0.007165826501
892	0.007152799378
893	0.007143394607
894	0.007128524303
895	0.007122127242
896	0.007117760468
897	0.007110933521
898	0.007106825889
899	0.00710315208
900	0.007096506822
901	0.007091382262
902	0.007086666066
903	0.00708130602
904	0.007076214174
905	0.007070897144
906	0.007067634876
907	0.007052170009
908	0.007043806644
909	0.007033522698
910	0.007025931021
911	0.007020452668
912	0.007009942456
913	0.007001038787
914	0.006992594917
915	0.006988188096
916	0.006972504145
917	0.006964027098
918	0.006946773131
919	0.006942133942
920	0.006934091622
921	0.006919064511
922	0.006911437033
923	0.006905514355
924	0.00690002568
925	0.006893207855
926	0.006881981424
927	0.006876796257
928	0.006868675268
929	0.00685224062
930	0.006847955122
931	0.006844515952
932	0.006829328418
933	0.006823643282
934	0.00681838996
935	0.006808385707
936	0.006795568751
937	0.006786359393
938	0.00678065011
939	0.006776011853
940	0.006770345274
941	0.006762252795
942	0.006749087399
943	0.006745167561
944	0.006739146085
945	0.00673508294
946	0.006731806573
947	0.006727227676
948	0.006722626154
949	0.006718613031
950	0.006713176178
951	0.006693631443
952	0.006687912776
953	0.006672105533
954	0.006661293689
955	0.006651252854
956	0.006643915459
957	0.00663718127
958	0.006632540126
959	0.006628498669
960	0.006621897958
961	0.006614396063
962	0.006609102895
963	0.006602544947
964	0.006597388329
965	0.006591950627
966	0.006587528792
967	0.006580863199
968	0.006576368164
969	0.006572114041
970	0.006567412456
971	0.006563069624
972	0.0065594857
973	0.00655506113
974	0.006550195006
975	0.006546916263
976	0.006542744063
977	0.006539027015
978	0.006534625658
979	0.006530014174
980	0.006523534998
981	0.006515077158
982	0.006509919092
983	0.006502087257
984	0.006482247481
985	0.006472438944
986	0.006467762076
987	0.006455104939
988	0.0064413999
989	0.006432066415
990	0.006428622878
991	0.006420543171
992	0.0064140303
993	0.006408875421
994	0.006404189318
995	0.006390742421
996	0.006384475868
997	0.00638050572
998	0.006375568856
999	0.006360266146
